cid,city
BRXX7159,Seringal Guaraja
BRXX7160,Seringal Nova Fe
BRXX7161,Seringal Novo Encanto
BRXX7163,Seringal Santa Filomena
BRXX7164,Seringal Santa Maria
BRXX7165,Seringal Sao Francisco
BRXX7166,Seringal Sao Joao
BRXX7167,Seringal Sobral
BRXX7168,Seringal Triunfo
BRXX7169,Sibo
BRXX7170,Siria
BRXX7171,Sitio Antonio A. Alencar
BRXX7172,Sitio Ararau
BRXX7173,Sitio Boa Esperanca
BRXX7174,Sitio Boa Vista
BRXX7175,Sitio Caioe
BRXX7176,Sitio Canaria do Pai
BRXX7177,Sitio Castanhal
BRXX7178,Sitio Dois Irmaos
BRXX7179,Sitio Eldorado
BRXX7180,Sitio Estrela
BRXX7181,Sitio Francisco A. Nascimento
BRXX7182,Sitio Isaias F. Arruda
BRXX7183,Sitio Ivo Bras da Silva
BRXX7184,Sitio Jesus Me Deu
BRXX7185,Sitio Luci
BRXX7186,Sitio Manoel J. de Souza
BRXX7188,Sitio Maravilha
BRXX7189,Sitio Maria Aparecida
BRXX7190,Sitio Nilson C. de Sousa
BRXX7191,Sitio Nossa Senhora da Conceicao
BRXX7192,Sitio Nossa Senhora de Fatima
BRXX7193,Sitio Novo Oriente
BRXX7194,Sitio Ouro Verde
BRXX7195,Sitio Santa Lucia
BRXX7196,Sitio Santa Maria
BRXX7197,Sitio Santana
BRXX7199,Sitio Sao Miguel
BRXX7200,Sitio Sao Paulo
BRXX7202,Sitio Selva de Pedra
BRXX7203,Sitio Uchoa
BRXX7204,Sitio Vanessa
BRXX7205,Sitio Vera Cruz
BRXX7206,Sitio do Honorato
BRXX7207,Sobrado
BRXX7208,Sobral
BRXX7210,Sororoca
BRXX7211,Sorvinha
BRXX7212,Sucuriju
BRXX7213,Sumauma
BRXX7214,Supia
BRXX7216,Sururu
BRXX7217,Sururua
BRXX7221,Taboquinha
BRXX7222,Tabuleiro
BRXX7223,Taciua
BRXX7224,Taititu
BRXX7225,Tamandare
BRXX7226,Tamandua
BRXX7227,Tamaniqua
BRXX7229,Tapagem
BRXX7230,Tapaiuna
BRXX7233,Tapiara
BRXX7234,Tapiira
BRXX7236,Tapiru
BRXX7237,Tapuru
BRXX7238,Taquara
BRXX7239,Taracua
BRXX7242,Tartaruga
BRXX7243,Taruma
BRXX7244,Taua-Miri
BRXX7245,Tauaquera
BRXX7246,Tauari
BRXX7247,Tauaria
BRXX7248,Tauariazinho
BRXX7249,Tauarua
BRXX7250,Tauatu
BRXX7251,Telheiro
BRXX7252,Terra Firme
BRXX7253,Terra Firme de Sao Raimundo
BRXX7254,Terra Nova
BRXX7256,Terra Preta do Pe Branco
BRXX7257,Terra Vermelha
BRXX7258,Teuini
BRXX7259,Tigre
BRXX7260,Titiarre
BRXX7261,Titica
BRXX7262,Tocaia
BRXX7263,Tocantins Novo
BRXX7264,Toledo
BRXX7265,Tomar
BRXX7266,Tracoa
BRXX7268,Traru
BRXX7271,Tres Irmaos
BRXX7272,Tres Poderes
BRXX7273,Tres Unidos
BRXX7275,Triunfo
BRXX7276,Trocana
BRXX7277,Trocari
BRXX7278,Trombetas
BRXX7280,Tucano
BRXX7281,Tucuma
BRXX7282,Tucuriba
BRXX7283,Tuina
BRXX7284,Tuiue
BRXX7285,Tunui
BRXX7287,Tupe
BRXX7288,Tupenduba
BRXX7289,Turiacu
BRXX7290,Uanaraca
BRXX7291,Uara
BRXX7292,Uariramba
BRXX7293,Uati
BRXX7294,Ubim
BRXX7295,Uira Paco
BRXX7296,Uirapuru
BRXX7297,Ultima Casa
BRXX7299,Umari Poco
BRXX7301,Umiris
BRXX7303,Urubuquara
BRXX7304,Urucuri
BRXX7306,Usina
BRXX7307,Utari
BRXX7308,Uxi
BRXX7309,Valparaiso
BRXX7310,Vargem Grande
BRXX7311,Velho Airao
BRXX7314,Verdum
BRXX7315,Vertentes
BRXX7316,Vila Amanari
BRXX7317,Vila Andrade
BRXX7318,Vila Arixi
BRXX7319,Vila Bittencourt
BRXX7320,Vila Calmon
BRXX7321,Vila Camara
BRXX7322,Vila Conceicao
BRXX7323,Vila Dias
BRXX7324,Vila Dora
BRXX7325,Vila Gomes
BRXX7326,Vila Remanso
BRXX7327,Vila Rica
BRXX7328,Vila Sao Jose
BRXX7329,Vila Trocaris
BRXX7330,Vila da Prata
BRXX7331,Vila do Arari
BRXX7332,Vila do Iranduba
BRXX7333,Visconde do Rio Branco
BRXX7335,Vista Nova
BRXX7336,Vitoria
BRXX7337,Vitoriano
BRXX7339,Volta dos Porcos
BRXX7341,Yauarete
BRXX7342,Acampamento Grande
BRXX7343,Agua Amarela
BRXX7344,Agua Doce
BRXX7345,Ajerico
BRXX7346,Aldeia Curipi
BRXX7347,Aldeia Palikur
BRXX7348,Alegria
BRXX7349,Alice
BRXX7350,Almeriana
BRXX7351,Ambe
BRXX7352,Angelim
BRXX7353,Aporema
BRXX7354,Arapira
BRXX7355,Barreira Alta
BRXX7356,Base Aerea do Amapa
BRXX7357,Bela Vista
BRXX7359,Boa Vista
BRXX7360,Bom Destino
BRXX7361,Bom Intento
BRXX7362,Brigue
BRXX7363,Buritizal
BRXX7364,Cachoeira Grande
BRXX7365,Cachorrinho
BRXX7367,Camaleoes
BRXX7368,Campina Grande
BRXX7369,Campo Belo
BRXX7370,Campo Verde
BRXX7371,Capoeira do Rei
BRXX7372,Caripi
BRXX7374,Carvao
BRXX7375,Casimiro
BRXX7376,Celso
BRXX7377,Central
BRXX7378,Clevelandia do Norte
BRXX7379,Coaracy Nunes
BRXX7380,Cocal
BRXX7381,Cologne
BRXX7382,Colonia Agricola do Matapi
BRXX7383,Colonia Militar Pedro II
BRXX7384,Conceicao
BRXX7385,Cruz do Amapa
BRXX7386,Cunani
BRXX7387,Cupixi
BRXX7388,Curiau
BRXX7389,Daniel
BRXX7390,Espirito Santo
BRXX7391,Euca
BRXX7392,Fausto
BRXX7393,Fazenda Criacao de Aporema
BRXX7394,Fazenda Oriacao da Regiao dos Lagos
BRXX7395,Fazendinha
BRXX7396,Ferreira Gomes
BRXX7397,Fortaleza
BRXX7398,Foz do Macacoari
BRXX7399,Francisco dos Reis
BRXX7400,Franquinho
BRXX7401,Gaivota
BRXX7402,Garca
BRXX7403,Gurijuba
BRXX7405,Igarape do Lago
BRXX7406,Ilha Redonda
BRXX7407,Ilha de Santana
BRXX7409,Jenipapo
BRXX7410,Josina
BRXX7411,Lago Novo
BRXX7412,Las Palmas
BRXX7413,Lemos
BRXX7414,Limao do Curua
BRXX7415,Livramento
BRXX7416,Macario
BRXX7417,Maloca Repy
BRXX7418,Manauara
BRXX7419,Manga
BRXX7420,Maraca
BRXX7421,Matapi
BRXX7422,Mazagao Velho
BRXX7423,Minerva
BRXX7424,Mocambinho
BRXX7425,Mocambo
BRXX7426,Mongaba
BRXX7427,Monte Santo
BRXX7428,Morada Nova
BRXX7429,Morais
BRXX7430,Mundo Novo
BRXX7432,Pacas
BRXX7433,Pancudo
BRXX7434,Paricas
BRXX7435,Pedra Branca do Amapari
BRXX7436,Pedra Redonda
BRXX7437,Pedro de Freitas
BRXX7438,Pires
BRXX7439,Ponta Curua
BRXX7440,Ponta dos Indios
BRXX7441,Porto Franco
BRXX7442,Porto Platon
BRXX7443,Porto Poet
BRXX7444,Porto do Ceu
BRXX7445,Portuario do Igarape da Fortaleza
BRXX7447,Pucuriua
BRXX7448,Queimada
BRXX7449,Redencao
BRXX7450,Restauracao
BRXX7451,Rio Uaca
BRXX7455,Santo Antonio da Cachoeira
BRXX7456,Sao Bento
BRXX7457,Sao Joao do Cacipore
BRXX7458,Sao Joaquim
BRXX7459,Sao Joaquim do Pacui
BRXX7460,Sao Luis
BRXX7461,Sao Miguel
BRXX7462,Sao Salvador
BRXX7463,Sao Sebastiao
BRXX7464,Sao Tome
BRXX7465,Serra do Navio
BRXX7466,Silva
BRXX7467,Tambaqui
BRXX7468,Taperaba
BRXX7469,Tapereba
BRXX7470,Tartarugal Grande
BRXX7471,Tartarugalzinho
BRXX7472,Taxi do Limao
BRXX7473,Terceiro Acampamento
BRXX7474,Teresinha
BRXX7475,Terra Firme
BRXX7476,Terra Grande
BRXX7477,Torrao
BRXX7478,Tracua
BRXX7479,Trairas
BRXX7480,Triunfo
BRXX7481,Tucuma
BRXX7482,Tucunare
BRXX7483,Uruguinha
BRXX7484,Usina Taparabo
BRXX7485,Valerio
BRXX7486,Varador
BRXX7487,Vila Velha
BRXX7488,Vitoria do Jari
BRXX7490,Abobora
BRXX7491,Abrantes
BRXX7492,Acaa
BRXX7493,Acaju
BRXX7494,Acarai
BRXX7495,Acougue
BRXX7496,Acre
BRXX7497,Acu
BRXX7498,Acude
BRXX7499,Acude de Macaubas
BRXX7500,Acudina
BRXX7501,Afligidos
BRXX7502,Afonsopolis
BRXX7503,Afranio Peixoto
BRXX7504,Agreste
BRXX7505,Agua Bela
BRXX7509,Agua Doce
BRXX7510,Agua Fetida
BRXX7512,Agua Grande
BRXX7513,Agua Limpa
BRXX7514,Agua Preta
BRXX7516,Agua Suja
BRXX7517,Agua Vermelha
BRXX7519,Aguado
BRXX7520,Aguas Belas
BRXX7521,Aguas do Paulista
BRXX7524,Alagoinha
BRXX7526,Alagoinhas de Santana
BRXX7527,Alazao
BRXX7529,Alecrim
BRXX7531,Alegres
BRXX7533,Alemao do Francisco
BRXX7536,Alho
BRXX7538,Almeida
BRXX7541,Alto Alegre
BRXX7543,Alto Novo
BRXX7544,Alto Seco
BRXX7545,Alto da Jurema
BRXX7546,Alto das Piabas
BRXX7547,Alto do Bonfim
BRXX7548,Alto do Feto
BRXX7549,Alvino
BRXX7550,Alvorada
BRXX7551,Amado Bahia
BRXX7552,Amaniu
BRXX7553,Amaralina
BRXX7555,Amarracao
BRXX7557,Amazonia
BRXX7558,Ambrosio
BRXX7559,America
BRXX7560,Americo Alves
BRXX7561,Amianto
BRXX7562,Amoreira
BRXX7563,Amoro
BRXX7565,Andaia
BRXX7568,Angelo
BRXX7570,Angicao
BRXX7573,Anta Gorda
BRXX7574,Antari
BRXX7576,Antonio
BRXX7577,Antonio Bernardo
BRXX7578,Antonio Borges
BRXX7579,Antonio Cipriano
BRXX7580,Antonio Nonato
BRXX7581,Antonio Pinheiro
BRXX7582,Antonio Raimundo
BRXX7583,Antonio Sampaio
BRXX7584,Aparaju
BRXX7586,Apicum
BRXX7588,Araca de Baixo
BRXX7591,Arapiranga
BRXX7592,Araponga
BRXX7594,Araras
BRXX7595,Araripe de Baixo
BRXX7596,Araticum
BRXX7597,Aratu
BRXX7598,Aratuba
BRXX7599,Arco Verde
BRXX7600,Areado
BRXX7605,Areia Fina
BRXX7606,Areia da Teixeira
BRXX7608,Areias
BRXX7609,Argolo
BRXX7610,Ari
BRXX7611,Aribice
BRXX7612,Aricobe
BRXX7613,Arizona
BRXX7614,Armacao do Tairu
BRXX7616,Arraial d'Ajuda
BRXX7617,Arrecife Grande
BRXX7618,Arrecifes
BRXX7619,Arrinha
BRXX7621,Arroz
BRXX7622,Artur
BRXX7623,Arvore Verde
BRXX7625,Ataque
BRXX7626,Atoleiro
BRXX7627,Augustinho
BRXX7628,Aunas
BRXX7629,Aurora
BRXX7631,Aviario
BRXX7632,Bacalhau
BRXX7633,Baeta
BRXX7634,Baia Bonita
BRXX7635,Baixa
BRXX7639,Baixa Seca
BRXX7640,Baixa da Lagoa
BRXX7641,Baixa do Aroeira
BRXX7642,Baixa do Cedro
BRXX7643,Baixa do Jacu
BRXX7644,Baixa do Maximo
BRXX7645,Baixa do Palmeira
BRXX7648,Baixao de Forro
BRXX7649,Baixao do Calisto
BRXX7650,Baixao do Damazio
BRXX7651,Baixinha
BRXX7652,Baixio
BRXX7653,Balduino Oliveira
BRXX7654,Baleia
BRXX7655,Baluarte
BRXX7656,Bananal
BRXX7659,Banca
BRXX7660,Banco
BRXX7661,Banco Central
BRXX7662,Banco de Pedra
BRXX7663,Bandarra
BRXX7665,Bandeira de Melo
BRXX7666,Bandeira do Almada
BRXX7667,Bandeira do Colnia
BRXX7668,Bandeirinha
BRXX7669,Bangue
BRXX7670,Baratinha
BRXX7671,Barauna
BRXX7673,Barbado
BRXX7675,Baronesa
BRXX7677,Barra Funda
BRXX7679,Barra Nova
BRXX7680,Barra Velha
BRXX7681,Barra da Casa dos Negros
BRXX7682,Barra da Cruz
BRXX7683,Barra de Caravelas
BRXX7684,Barra de Miguel Dias
BRXX7685,Barra do Barao
BRXX7686,Barra do Brejo
BRXX7687,Barra do Carvalho
BRXX7688,Barra do Comandante
BRXX7689,Barra do Fogo
BRXX7690,Barra do Furado
BRXX7691,Barra do Garcez
BRXX7692,Barra do Gentil
BRXX7693,Barra do Gil
BRXX7694,Barra do Jacuipe
BRXX7695,Barra do Jequirica
BRXX7696,Barra do Nilo
BRXX7697,Barra do Pajeu
BRXX7698,Barra do Pote
BRXX7699,Barra do Rio
BRXX7700,Barra do Rocha
BRXX7703,Barreirao
BRXX7706,Barreiro Branco
BRXX7707,Barreiro Novo
BRXX7708,Barreiro da Ema
BRXX7709,Barreiro de Santo Antonio
BRXX7711,Barriguda de Cima
BRXX7714,Barris
BRXX7716,Barro Preto
BRXX7717,Barro Verde
BRXX7722,Batateira
BRXX7723,Bate Pe
BRXX7724,Bateiro
BRXX7725,Batinga
BRXX7726,Batista
BRXX7727,Batoque
BRXX7729,Beco
BRXX7730,Bedengo
BRXX7731,Beija-Flor
BRXX7732,Beira do Rio
BRXX7733,Bela Flor
BRXX7734,Bela Nova
BRXX7735,Bela Paisagem
BRXX7736,Bela Pinta
BRXX7738,Belem da Cachoeira
BRXX7739,Belo Horizonte
BRXX7740,Belo Jardim
BRXX7741,Belo Monte
BRXX7742,Bem bom
BRXX7743,Benedito
BRXX7744,Benfica
BRXX7745,Bento
BRXX7747,Berlinque
BRXX7748,Bernardo
BRXX7749,Betuli
BRXX7750,Bicho de Baixo
BRXX7751,Bicho do Meio
BRXX7752,Biriba
BRXX7753,Biribeira
BRXX7754,Bitenambi
BRXX7755,Boa Espera
BRXX7757,Boa Fe
BRXX7758,Boa Hora
BRXX7759,Boa Lembranca
BRXX7762,Boa Sentenca
BRXX7764,Boa Terra
BRXX7766,Boa Viagem
BRXX7768,Boa Vista de Santo Antonio
BRXX7769,Boa Vista do Lagamar
BRXX7770,Boa Vista do Pichaui
BRXX7771,Boa Vista do Tupim
BRXX7773,Boca da Picada
BRXX7774,Boca da Varzea
BRXX7775,Boca do Campo
BRXX7776,Boca do Pajeu
BRXX7778,Boca do Saco
BRXX7779,Bolandeira
BRXX7780,Bom Caminho
BRXX7781,Bom Desejo
BRXX7783,Bom Futuro
BRXX7784,Bom Garis
BRXX7787,Bom Jardim de Fora
BRXX7789,Bom Jesus dos Pobres
BRXX7793,Bom Viver
BRXX7794,Bonecu
BRXX7796,Bonfim da Feira
BRXX7797,Bonfim da Mata
BRXX7800,Bonito de Cima
BRXX7801,Bonzao
BRXX7803,Boqueiraozinho
BRXX7804,Borracha
BRXX7805,Bossoroca
BRXX7806,Botuquara
BRXX7807,Braco do Norte
BRXX7808,Branco
BRXX7810,Brasilino
BRXX7811,Brauna
BRXX7812,Brava
BRXX7815,Brejao das Grotas
BRXX7818,Brejo Espirito Santo
BRXX7820,Brejo Joao Alves
BRXX7821,Brejo Luiza de Brito
BRXX7822,Brejo Velho
BRXX7823,Brejo da Canabrava
BRXX7824,Brejo da Fama
BRXX7825,Brejo da Serra
BRXX7826,Brejo da Tabua
BRXX7827,Brejo das Missoes
BRXX7828,Brejo de Cima
BRXX7829,Brejo do Burgo
BRXX7830,Brejo do Gomes
BRXX7831,Brejo do Salto
BRXX7832,Brejo dos Marques
BRXX7834,Broca
BRXX7835,Brondo
BRXX7836,Brotas
BRXX7837,Brumadinho
BRXX7838,Brundue
BRXX7839,Bu
BRXX7840,Bugi
BRXX7841,Buracao
BRXX7842,Buracica
BRXX7843,Buraco d' Agua
BRXX7845,Buranhem
BRXX7847,Buril
BRXX7848,Buris dos Lopes
BRXX7851,Burizeiro
BRXX7853,Butanta
BRXX7855,Cabaca
BRXX7858,Cabaceiras
BRXX7859,Cabeca de Boi
BRXX7860,Cabecas
BRXX7861,Cabeceira
BRXX7862,Cabeceira Grande
BRXX7863,Cabeceira Velha
BRXX7864,Cabeceira da Jiboia
BRXX7865,Cabeceira do Ouro
BRXX7866,Cabeceira do Utinga
BRXX7867,Cabelo
BRXX7868,Cabelo da Cuia
BRXX7870,Caboclo de Fora
BRXX7871,Caboclos
BRXX7874,Cabralia
BRXX7875,Cabreiro
BRXX7877,Cacabu
BRXX7878,Cacha Pregos
BRXX7879,Cacho do Moleiro
BRXX7881,Cachoeira Grande
BRXX7882,Cachoeira do Mato
BRXX7885,Cacimba de Baixo
BRXX7886,Cacimba de Pedra
BRXX7887,Cacimba do Maia
BRXX7889,Cacoes
BRXX7890,Cadete
BRXX7891,Cadu de Baixo
BRXX7892,Caete Acu
BRXX7893,Cafufa
BRXX7896,Cai
BRXX7897,Caianana
BRXX7899,Caicara de Baixo
BRXX7900,Caimbe
BRXX7901,Caimbombo
BRXX7902,Cainema
BRXX7906,Caixa Prego
BRXX7907,Caixa da Fartura
BRXX7909,Cajaiba
BRXX7910,Cajaibas
BRXX7913,Cajiru
BRXX7916,Cajueiro da Estrema
BRXX7917,Cajui
BRXX7919,Calcere
BRXX7922,Caldeirao Verde
BRXX7923,Caldeirao das Queimadas
BRXX7924,Caldeirao do Bento
BRXX7925,Caldeirao do Mato
BRXX7926,Caldeirao do Onca
BRXX7928,Caldeiras
BRXX7929,Calembar
BRXX7931,Calixto
BRXX7934,Camara
BRXX7935,Camassandi
BRXX7936,Camboata
BRXX7937,Cambogue
BRXX7938,Cambucas
BRXX7940,Cambuizal
BRXX7941,Camirim
BRXX7942,Camisa
BRXX7943,Camolengue
BRXX7944,Campelina
BRXX7947,Campinarana
BRXX7950,Campinhos
BRXX7953,Campo Frio
BRXX7955,Campo Largo
BRXX7957,Campo Santo
BRXX7958,Campo Verde
BRXX7959,Campo de Cima
BRXX7961,Campo dos Cavalos
BRXX7962,Campolide
BRXX7964,Camurugi
BRXX7965,Camuscada
BRXX7968,Canabrava da Cruz
BRXX7969,Canabrava dos Martins
BRXX7970,Canabravinha
BRXX7971,Canaci
BRXX7972,Canada
BRXX7973,Canafistula
BRXX7974,Canais
BRXX7975,Canal
BRXX7976,Canastra
BRXX7977,Canavieira
BRXX7980,Candeia
BRXX7982,Candial
BRXX7983,Canga
BRXX7984,Canoa
BRXX7985,Canoas
BRXX7986,Canteiro
BRXX7988,Canto
BRXX7989,Canto Cercado
BRXX7990,Canto Grande
BRXX7991,Canto da Varzea
BRXX7992,Canto do Riacho
BRXX7993,Canto do Rio Verde
BRXX7994,Canto do Rumo
BRXX7996,Capa
BRXX7998,Capao Comprido
BRXX7999,Capao Frio
BRXX8000,Capao Queimado
BRXX8001,Capao Redondo
BRXX8002,Capao Vermelho
BRXX8003,Capao da Areia
BRXX8004,Capao da Onca
BRXX8005,Capao do Jeronimo
BRXX8006,Capao do Jucu
BRXX8007,Capao do Mato
BRXX8008,Capao do Meio
BRXX8009,Capianga
BRXX8010,Capim Acu
BRXX8012,Capinal
BRXX8013,Capinao
BRXX8014,Capinha
BRXX8017,Capoeira
BRXX8018,Capoeira de Dentro
BRXX8019,Capoeira do Filipao
BRXX8020,Capoeirucu
BRXX8021,Caraguatai
BRXX8023,Caraiba de Santa Teresa
BRXX8025,Caraipe
BRXX8026,Caraiva
BRXX8027,Carataca
BRXX8028,Carcanha
BRXX8029,Cardeal da Silva
BRXX8030,Caribe
BRXX8031,Caripare
BRXX8032,Carlos Pinheiro
BRXX8033,Carmo
BRXX8034,Carmona
BRXX8036,Carrapato
BRXX8037,Carrapichel
BRXX8038,Carua
BRXX8040,Casa Grande
BRXX8042,Casa Velha
BRXX8043,Casa Verde
BRXX8044,Casa da Serra
BRXX8045,Casa da Telha
BRXX8046,Cascalho
BRXX8049,Cascudo
BRXX8050,Casimiro Andrade
BRXX8051,Casmorra
BRXX8052,Casquilho
BRXX8053,Cassarangongo
BRXX8054,Cassinum
BRXX8055,Castanhao
BRXX8056,Castanheira
BRXX8057,Castelo Novo
BRXX8058,Castelo da Torre
BRXX8059,Catana
BRXX8060,Catao
BRXX8061,Catinga de Cima
BRXX8062,Catinga do Moura
BRXX8063,Catingas
BRXX8064,Catita
BRXX8066,Catole Sabambaia de Cima
BRXX8067,Catoles
BRXX8069,Catu Grande
BRXX8070,Catu Pequeno
BRXX8071,Catule
BRXX8072,Catuni
BRXX8073,Caubi
BRXX8074,Causa Boa
BRXX8076,Caxingo
BRXX8078,Cepa
BRXX8079,Ceraima
BRXX8080,Cercadinho
BRXX8082,Cerco
BRXX8083,Cerquinha
BRXX8084,Chamego
BRXX8086,Chapada do Arroz
BRXX8087,Chapeu do Gato
BRXX8088,Charco
BRXX8089,Charco do Cedro
BRXX8090,Charcos das Pedras
BRXX8091,Chico Marques
BRXX8092,Chure
BRXX8093,Cidade
BRXX8095,Cima da Serra
BRXX8096,Cinco Rios
BRXX8098,Clemente Neri
BRXX8099,Climerio
BRXX8100,Coatis
BRXX8101,Cobe
BRXX8103,Cocao
BRXX8105,Coculo
BRXX8108,Coitos de Cima
BRXX8109,Colado
BRXX8110,Colina
BRXX8111,Colombina
BRXX8113,Colonia Serrinha
BRXX8115,Comercio
BRXX8116,Comercio de Fora
BRXX8117,Comocoxico
BRXX8119,Conceicao de Salinas
BRXX8120,Conceicao do Gato
BRXX8123,Conselho
BRXX8124,Contenda
BRXX8126,Convento
BRXX8127,Copioba
BRXX8128,Copixaba
BRXX8129,Coqueiro Grande
BRXX8132,Coracao de Jesus
BRXX8133,Cornicha
BRXX8135,Coroa da Ilha
BRXX8137,Corrego
BRXX8138,Corrente
BRXX8139,Corta Mao
BRXX8140,Corte Grande
BRXX8141,Corte de Pedra
BRXX8142,Costa Do Sauipe
BRXX8143,Costela
BRXX8145,Coti
BRXX8146,Courao
BRXX8147,Coutos
BRXX8148,Cova da Onca
BRXX8149,Cova de Mandioca
BRXX8150,Covao
BRXX8151,Crioulas
BRXX8152,Cristal
BRXX8153,Cristalandia
BRXX8154,Crueira
BRXX8155,Crumatai
BRXX8156,Crussai
BRXX8158,Cruz dos Anjos
BRXX8159,Cruzeiro Bondao
BRXX8160,Cruzeiro da Paz
BRXX8161,Cueira
BRXX8162,Cumuruxatiba
BRXX8163,Cunhangi
BRXX8164,Cupins
BRXX8165,Cupuba
BRXX8166,Currais
BRXX8167,Curral
BRXX8168,Curral Falso
BRXX8169,Curral Feio
BRXX8172,Curral das Pedras
BRXX8173,Curral de Pedras
BRXX8174,Curral do Gato
BRXX8175,Curral do Meio
BRXX8177,Curralinho de Baixo
BRXX8178,Curralinho de Cima
BRXX8179,Curralinho do Meio
BRXX8180,Curundundum
BRXX8181,Curupeba
BRXX8182,Cururupe
BRXX8183,Custodio
BRXX8184,Dantilandia
BRXX8185,Deixe-Comigo
BRXX8186,Delfino
BRXX8188,Dende Grande
BRXX8189,Dendezeiro
BRXX8190,Desagua
BRXX8191,Desamparada
BRXX8192,Descoberta
BRXX8196,Deus Andou
BRXX8197,Deus-me-Livre
BRXX8198,Diamante
BRXX8199,Dias davila
BRXX8200,Diogo
BRXX8201,Dionisio
BRXX8202,Divisa
BRXX8203,Dois Buritis
BRXX8205,Dois de Julho
BRXX8206,Dom Basilio
BRXX8207,Dom Macedo Costa
BRXX8208,Domingao
BRXX8209,Doutor Almeida
BRXX8211,Duas Barras do Morro
BRXX8213,Duas Palmeiras
BRXX8215,Duas Umburanas
BRXX8216,Duque de Caxias
BRXX8217,Eldorado
BRXX8219,Embira
BRXX8220,Emboracica
BRXX8221,Emburrado
BRXX8222,Emilio Magno
BRXX8223,Encarnacao
BRXX8225,Encruzo
BRXX8226,Enganado
BRXX8227,Engenheiro Franca
BRXX8228,Engenheiro Pontes
BRXX8232,Engenho d'Agua
BRXX8233,Engenho da Raiz
BRXX8234,Engenhoca
BRXX8235,Entre Val
BRXX8236,Entroncamento
BRXX8238,Epaminondas Ridiculo
BRXX8239,Era
BRXX8240,Escondido
BRXX8241,Esfola-Carneiro
BRXX8242,Espera
BRXX8243,Esperancinha
BRXX8244,Espinha
BRXX8246,Espirito Santo
BRXX8247,Estaca Zero
BRXX8248,Estacado
BRXX8249,Estaleiro
BRXX8250,Estaleiro de Cima
BRXX8251,Estevao Velho
BRXX8254,Estivas
BRXX8255,Estrada
BRXX8258,Estrela do Norte
BRXX8259,Estrema
BRXX8260,Estrenta
BRXX8261,Eucum
BRXX8262,Faral
BRXX8263,Farinha
BRXX8264,Farinha Molhada
BRXX8265,Farol
BRXX8266,Faustino
BRXX8267,Favela
BRXX8268,Favorita
BRXX8269,Fazenda Grande
BRXX8270,Fazenda de Dentro
BRXX8271,Fazenda de Fora
BRXX8272,Fazendinha
BRXX8273,Feira Nova
BRXX8274,Feira da Mata
BRXX8276,Felicidade
BRXX8277,Fernanda
BRXX8278,Fernandes
BRXX8279,Ferradas
BRXX8280,Ferreira
BRXX8281,Ferrete
BRXX8282,Ferrugem
BRXX8283,Fervedouro
BRXX8285,Filanesia
BRXX8286,Filho Dantas
BRXX8287,Filipe
BRXX8289,Flamengo
BRXX8290,Flechas
BRXX8291,Flor de Cipo
BRXX8294,Fojo
BRXX8295,Folego do Sergio
BRXX8296,Folha
BRXX8297,Folha Branca
BRXX8298,Folheta
BRXX8299,Fonte Nova
BRXX8302,Formosa de Cima
BRXX8303,Formosa do Rio Preto
BRXX8304,Formoso de Cima
BRXX8307,Fragoso
BRXX8308,Franca
BRXX8309,Francisco Sousa
BRXX8310,Frecheiras
BRXX8311,Freitas
BRXX8314,Fumaca
BRXX8315,Fundao
BRXX8318,Funis
BRXX8320,Gabiarra
BRXX8322,Galdino
BRXX8323,Galeao
BRXX8324,Galhardo
BRXX8325,Galheiro
BRXX8326,Galinhos
BRXX8329,Gamboa Grande
BRXX8331,Gameleira de Aurelio
BRXX8332,Gameleira do Assurua
BRXX8333,Gameleiras
BRXX8334,Gandu do Laje
BRXX8335,Gangu
BRXX8336,Garajuba
BRXX8337,Garapa
BRXX8338,Garapua
BRXX8339,Garganta
BRXX8340,Garibe
BRXX8341,Gato
BRXX8342,Gatos
BRXX8345,Gentio do Meio
BRXX8346,Geolandia
BRXX8347,Gerais
BRXX8348,Geremeira
BRXX8349,Gerencia
BRXX8350,Gira
BRXX8351,Girao de Pedra
BRXX8352,Goiabeira
BRXX8353,Gois Calmon
BRXX8354,Golfo
BRXX8355,Golfos
BRXX8356,Gomaticum
BRXX8358,Goncalo Martins
BRXX8359,Governador Doutor Joao Durval Carneiro
BRXX8360,Goza
BRXX8361,Graca
BRXX8362,Gracas a Deus
BRXX8364,Grajau
BRXX8365,Grama
BRXX8366,Grande
BRXX8367,Grande Nova
BRXX8368,Grande Vista
BRXX8370,Gregorio
BRXX8371,Grosso
BRXX8373,Grota do Tobi
BRXX8374,Guai
BRXX8375,Guaibinha
BRXX8376,Guairas
BRXX8379,Guardado
BRXX8380,Guariba
BRXX8382,Guine
BRXX8383,Guine de Baixo
BRXX8384,Guirapa
BRXX8385,Gustavo
BRXX8386,Helvecia
BRXX8387,Hidrolandia
BRXX8388,Horizonte
BRXX8389,Horizonte Novo
BRXX8391,Ibatui
BRXX8392,Ibiagui
BRXX8393,Ibiajara
BRXX8394,Ibipetum
BRXX8395,Ibiporanga
BRXX8396,Ibiraba
BRXX8397,Ibiraba Biraba
BRXX8398,Ibiraja
BRXX8399,Ibiranhem
BRXX8400,Ibirituba
BRXX8401,Ibitiguira
BRXX8402,Ibo
BRXX8405,Igarite
BRXX8406,Igatiquira
BRXX8407,Igatu
BRXX8408,Igreja
BRXX8409,Iguacu
