cid,city
BRXX2307,Joao Alfredo
BRXX2308,Joao Camara
BRXX2309,Joao Correia
BRXX2310,Joao Dourado
BRXX2311,Joao Lisboa
BRXX2312,Joao Monlevade
BRXX2313,Joaquim Gomes
BRXX2314,Joaquim Pires
BRXX2315,Joaquim Tavora
BRXX2316,Jordania
BRXX2317,Jordao
BRXX2318,Jose Boiteux
BRXX2319,Jose de Freitas
BRXX2320,Joselandia
BRXX2321,Joviania
BRXX2322,Juara
BRXX2323,Juarina
BRXX2324,Juatuba
BRXX2325,Juazeirinho
BRXX2326,Juazeiro
BRXX2327,Juazeiro de Baixo
BRXX2328,Jucaral
BRXX2329,Jucas
BRXX2330,Jucati
BRXX2331,Jucurucu
BRXX2332,Jucurutu
BRXX2333,Juina
BRXX2334,Julio de Castilhos
BRXX2335,Junco do Serido
BRXX2336,Jundia
BRXX2337,Jundiai
BRXX2338,Jundiai do Sul
BRXX2339,Junqueiro
BRXX2340,Junqueiropolis
BRXX2341,Juramento
BRXX2342,Juripiranga
BRXX2343,Juscimeira
BRXX2344,Jussara
BRXX2345,Jussara
BRXX2346,Jussara
BRXX2347,Jussiape
BRXX2348,Jutai
BRXX2349,Juti
BRXX2350,Ladainha
BRXX2351,Ladario
BRXX2352,Lafaiete Coutinho
BRXX2353,Lagarto
BRXX2354,Lago Verde
BRXX2355,Lago da Pedra
BRXX2356,Lagoa Alegre
BRXX2357,Lagoa Dourada
BRXX2358,Lagoa Formosa
BRXX2359,Lagoa Nova
BRXX2360,Lagoa Real
BRXX2361,Lagoa Vermelha
BRXX2362,Lagoa d'Anta
BRXX2363,Lagoa da Prata
BRXX2364,Lagoa de Velhos
BRXX2365,Lagoa dos Gatos
BRXX2366,Laguna Carapa
BRXX2367,Laje
BRXX2368,Lajeado
BRXX2369,Lajeado
BRXX2370,Lajeado Grande
BRXX2371,Lajeado Grande
BRXX2372,Lajedo
BRXX2373,Lajes
BRXX2374,Lajinha
BRXX2375,Lambari
BRXX2376,Lambari d'Oeste
BRXX2377,Landri Sales
BRXX2378,Lapa
BRXX2379,Lapao
BRXX2380,Laranjal
BRXX2381,Laranjal do Jari
BRXX2382,Laranjeiras
BRXX2383,Laranjeiras do Sul
BRXX2384,Lassance
BRXX2385,Lastro
BRXX2386,Laurentino
BRXX2387,Lauro Muller
BRXX2388,Lauro de Freitas
BRXX2389,Lavras
BRXX2390,Lavras da Mangabeira
BRXX2391,Lavras do Sul
BRXX2392,Lavrinhas
BRXX2393,Lebon Regis
BRXX2394,Lencois
BRXX2395,Leoberto Leal
BRXX2396,Leopoldina
BRXX2397,Leopoldo de Bulhoes
BRXX2398,Liberato Salzano
BRXX2399,Liberdade
BRXX2400,Licinio de Almeida
BRXX2401,Lidianopolis
BRXX2402,Lima Campos
BRXX2403,Lima Duarte
BRXX2404,Limoeiro
BRXX2405,Limoeiro Do Ajuru
BRXX2406,Limoeiro de Anadia
BRXX2407,Limoeiro do Norte
BRXX2408,Lindoeste
BRXX2409,Lindolfo Collor
BRXX2410,Linha Nova
BRXX2411,Livramento do Brumado
BRXX2412,Lizarda
BRXX2413,Loanda
BRXX2414,Loreto
BRXX2415,Lourdes
BRXX2416,Louveira
BRXX2417,Lucena
BRXX2418,Luis Correia
BRXX2419,Luis Gomes
BRXX2420,Luiz Alves
BRXX2421,Luiziana
BRXX2422,Luminarias
BRXX2423,Luz
BRXX2424,Luzilandia
BRXX2425,Macaiba
BRXX2426,Macajuba
BRXX2427,Macambira
BRXX2428,Macarani
BRXX2429,Macatuba
BRXX2430,Macau
BRXX2431,Macaubas
BRXX2432,Machadinho
BRXX2433,Machadinho d'Oeste
BRXX2434,Macurure
BRXX2435,Madre de Deus de Minas
BRXX2436,Mae d'Agua
BRXX2437,Mae do Rio
BRXX2438,Magalhaes Barata
BRXX2439,Magalhaes de Almeida
BRXX2440,Maiquinique
BRXX2441,Mairi
BRXX2442,Mairinque
BRXX2443,Mairipotaba
BRXX2444,Major Gercino
BRXX2445,Major Isidoro
BRXX2446,Major Vieira
BRXX2447,Malacacheta
BRXX2448,Malhador
BRXX2449,Mallet
BRXX2450,Malta
BRXX2451,Mamanguape
BRXX2452,Mambai
BRXX2453,Mambore
BRXX2454,Manaira
BRXX2455,Mandaguacu
BRXX2456,Mandaguari
BRXX2457,Mandirituba
BRXX2458,Manduri
BRXX2459,Manga
BRXX2460,Mangueirinha
BRXX2461,Manhumirim
BRXX2462,Manoel Emidio
BRXX2463,Manoel Ribas
BRXX2464,Manoel Urbano
BRXX2465,Manoel Viana
BRXX2466,Manoel Vitorino
BRXX2467,Maquine
BRXX2468,Mar de Espanha
BRXX2469,Mara Rosa
BRXX2470,Maraa
BRXX2471,Maraba Paulista
BRXX2472,Maracai
BRXX2473,Maracaja
BRXX2474,Maracaju
BRXX2475,Maracana
BRXX2476,Maracas
BRXX2478,Maragogipe
BRXX2479,Maraial
BRXX2480,Maranguape
BRXX2481,Marapanim
BRXX2482,Marata
BRXX2483,Marau
BRXX2484,Marau
BRXX2485,Maravilha
BRXX2486,Maravilha
BRXX2487,Marcelandia
BRXX2488,Marcelino Ramos
BRXX2489,Marcionilio Souza
BRXX2490,Marco
BRXX2491,Marcolandia
BRXX2492,Marechal Candido Rondon
BRXX2493,Marechal Deodoro
BRXX2494,Maria da Fe
BRXX2495,Marialva
BRXX2496,Mariana
BRXX2497,Mariano Moro
BRXX2498,Maribondo
BRXX2499,Marilandia
BRXX2500,Marinopolis
BRXX2501,Mariopolis
BRXX2502,Maripa
BRXX2503,Marmeleiro
BRXX2504,Marmelopolis
BRXX2505,Martinho Campos
BRXX2506,Martinopole
BRXX2507,Martins
BRXX2508,Maruda
BRXX2509,Maruim
BRXX2510,Marzagao
BRXX2511,Mascote
BRXX2512,Massape
BRXX2513,Mata
BRXX2514,Mata Roma
BRXX2515,Mata Verde
BRXX2516,Mata de Sao Joao
BRXX2517,Mateiros
BRXX2518,Matelandia
BRXX2519,Materlandia
BRXX2520,Mateus Leme
BRXX2521,Mathias Lobato
BRXX2522,Matias Barbosa
BRXX2523,Matias Olimpio
BRXX2524,Matina
BRXX2525,Matinha
BRXX2526,Matipo
BRXX2527,Mato Castelhano
BRXX2528,Mato Leitao
BRXX2529,Mato Rico
BRXX2530,Mato Verde
BRXX2531,Matoes
BRXX2532,Matozinhos
BRXX2533,Matrincha
BRXX2534,Matupa
BRXX2535,Matutina
BRXX2536,Maurilandia
BRXX2537,Maurilandia do Tocantins
BRXX2538,Mauriti
BRXX2539,Maxaranguape
BRXX2540,Mazagao
BRXX2541,Medeiros Neto
BRXX2542,Medicilandia
BRXX2543,Meleiro
BRXX2544,Melgaco
BRXX2545,Melo Viana
BRXX2546,Mendes
BRXX2547,Merces
BRXX2548,Meruoca
BRXX2549,Mesquita
BRXX2550,Messias Targino
BRXX2551,Miguel Alves
BRXX2552,Miguel Calmon
BRXX2553,Miguel Pereira
BRXX2554,Miguel Xavier
BRXX2555,Miguelopolis
BRXX2556,Milagres
BRXX2557,Milagres
BRXX2558,Milha
BRXX2559,Mimoso
BRXX2560,Mimoso do Sul
BRXX2561,Minacu
BRXX2562,Minador do Negrao
BRXX2563,Minduri
BRXX2564,Mineiros
BRXX2565,Ministro Andreazza
BRXX2566,Miracema
BRXX2567,Mirador
BRXX2568,Mirador
BRXX2569,Miradouro
BRXX2570,Miraguai
BRXX2571,Mirai
BRXX2572,Miranda
BRXX2573,Miranda do Norte
BRXX2574,Mirandiba
BRXX2575,Mirangaba
BRXX2576,Mirante
BRXX2577,Mirante Da Serra
BRXX2578,Mirante do Paranapanema
BRXX2579,Miraselva
BRXX2580,Mirassol d'Oeste
BRXX2581,Mirinzal
BRXX2582,Missal
BRXX2583,Missao Velha
BRXX2584,Mocajuba
BRXX2585,Modelo
BRXX2586,Moeda
BRXX2587,Moema
BRXX2588,Moipora
BRXX2589,Moju
BRXX2590,Mombaca
BRXX2591,Moncao
BRXX2592,Mondai
BRXX2593,Monsenhor Hipolito
BRXX2594,Monsenhor Paulo
BRXX2595,Monsenhor Tabosa
BRXX2596,Montadas
BRXX2597,Montalvania
BRXX2598,Montanha
BRXX2599,Monte Alegre
BRXX2600,Monte Alegre
BRXX2601,Monte Alegre De Sergipe
BRXX2602,Monte Alegre de Goias
BRXX2603,Monte Alegre de Minas
BRXX2604,Monte Alegre do Piaui
BRXX2605,Monte Alegre do Sul
BRXX2606,Monte Alto
BRXX2607,Monte Aprazivel
BRXX2608,Monte Azul
BRXX2609,Monte Azul Paulista
BRXX2610,Monte Belo
BRXX2611,Monte Carlo
BRXX2612,Monte Carmelo
BRXX2613,Monte Do Carmo
BRXX2614,Monte Horebe
BRXX2615,Monte Mor
BRXX2616,Monte Negro
BRXX2617,Monte Santo
BRXX2618,Monte Santo de Minas
BRXX2619,Monte Siao
BRXX2620,Monte Verde Paulista
BRXX2621,Monteiro
BRXX2622,Montenegro
BRXX2623,Montes Altos
BRXX2624,Montese
BRXX2625,Montevideo
BRXX2626,Montezuma
BRXX2627,Montividiu
BRXX2628,Morada Nova
BRXX2629,Morada Nova de Minas
BRXX2630,Moreilandia
BRXX2631,Moreno
BRXX2632,Morretes
BRXX2633,Morrinhos
BRXX2634,Morro Branco
BRXX2635,Morro Grande
BRXX2636,Morro Redondo
BRXX2637,Morro da Fumaca
BRXX2638,Morro do Pilar
BRXX2639,Morros
BRXX2640,Mortugaba
BRXX2641,Mosquito
BRXX2642,Mossamedes
BRXX2643,Mostardas
BRXX2644,Mozarlandia
BRXX2645,Muana
BRXX2646,Mucajai
BRXX2647,Mucambo
BRXX2648,Mucuge
BRXX2649,Mucum
BRXX2650,Mucuri
BRXX2651,Mulungu
BRXX2652,Mulungu
BRXX2653,Mundo Novo
BRXX2654,Mundo Novo
BRXX2655,Muniz Ferreira
BRXX2656,Muniz Freire
BRXX2657,Muqui
BRXX2658,Muribeca
BRXX2659,Murici
BRXX2660,Muricilandia
BRXX2661,Muritiba
BRXX2662,Mutuipe
BRXX2663,Mutum
BRXX2664,Mutunopolis
BRXX2665,Muzambinho
BRXX2666,Nacip Raydan
BRXX2667,Nao-Me-Toque
BRXX2668,Natercia
BRXX2669,Natividade
BRXX2670,Natividade da Serra
BRXX2671,Navegantes
BRXX2672,Navirai
BRXX2673,Nazare
BRXX2674,Nazare
BRXX2675,Nazare da Mata
BRXX2676,Nazare do Piaui
BRXX2677,Nazareno
BRXX2678,Nazario
BRXX2679,Neopolis
BRXX2680,Nepomuceno
BRXX2681,Neropolis
BRXX2682,Nhamunda
BRXX2683,Nhandeara
BRXX2684,Nicolau Vergueiro
BRXX2685,Nilo Pecanha
BRXX2686,Nina Rodrigues
BRXX2687,Nioaque
BRXX2688,Niquelandia
BRXX2689,Nobres
BRXX2690,Nonoai
BRXX2691,Nordestina
BRXX2692,Normandia
BRXX2693,Nortelandia
BRXX2694,Nossa Senhora Aparecida
BRXX2695,Nossa Senhora da Gloria
BRXX2696,Nossa Senhora da Guia
BRXX2697,Nossa Senhora das Dores
BRXX2698,Nossa Senhora do Livramento
BRXX2699,Nossa Senhora do Socorro
BRXX2700,Nova Alvorada
BRXX2701,Nova America
BRXX2702,Nova Andradina
BRXX2703,Nova Aurora
BRXX2704,Nova Bandeirantes
BRXX2705,Nova Boa Vista
BRXX2706,Nova Brasilandia
BRXX2707,Nova Brasilandia d'Oeste
BRXX2708,Nova Cantu
BRXX2709,Nova Crixas
BRXX2710,Nova Cruz
BRXX2711,Nova Era
BRXX2712,Nova Erechim
BRXX2713,Nova Esperanca
BRXX2714,Nova Fatima
BRXX2715,Nova Fatima
BRXX2716,Nova Friburgo
BRXX2717,Nova Gloria
BRXX2718,Nova Granada
BRXX2719,Nova Guarita
BRXX2720,Nova Hartz
BRXX2721,Nova Itaberaba
BRXX2722,Nova Laranjeiras
BRXX2723,Nova Mamore
BRXX2724,Nova Marilandia
BRXX2725,Nova Maringa
BRXX2726,Nova Monte Verde
BRXX2727,Nova Mutum
BRXX2728,Nova Odessa
BRXX2729,Nova Olimpia
BRXX2730,Nova Olinda
BRXX2731,Nova Olinda
BRXX2732,Nova Olinda do Norte
BRXX2733,Nova Ponte
BRXX2734,Nova Prata
BRXX2735,Nova Redencao
BRXX2736,Nova Resende
BRXX2737,Nova Rosalandia
BRXX2738,Nova Russas
BRXX2739,Nova Santa Barbara
BRXX2740,Nova Santa Rita
BRXX2741,Nova Santa Rosa
BRXX2742,Nova Serrana
BRXX2743,Nova Soure
BRXX2744,Nova Tebas
BRXX2745,Nova Timboteua
BRXX2746,Nova Trento
BRXX2747,Nova Uniao
BRXX2748,Nova Veneza
BRXX2749,Nova Vicosa
BRXX2750,Novo Acordo
BRXX2751,Novo Alegre
BRXX2752,Novo Barreiro
BRXX2753,Novo Brasil
BRXX2754,Novo Horizonte
BRXX2755,Novo Horizonte
BRXX2756,Novo Itacolomi
BRXX2757,Novo Jardim
BRXX2758,Novo Lino
BRXX2759,Novo Machado
BRXX2760,Novo Oriente
BRXX2761,Novo Planalto
BRXX2762,Novo Progresso
BRXX2763,Novo Repartimento
BRXX2764,Novo Sao Joaquim
BRXX2765,Novo Tiradentes
BRXX2766,Novo Triunfo
BRXX2767,Ocara
BRXX2768,Oeiras
BRXX2769,Oeiras do Para
BRXX2770,Olho d'Agua
BRXX2771,Olho d'Agua Das Cunhas
BRXX2772,Olho d'Agua Grande
BRXX2773,Olho d'Agua das Flores
BRXX2774,Olho d'Agua do Borges
BRXX2775,Olho d'Agua do Casado
BRXX2776,Olinda
BRXX2777,Olindina
BRXX2778,Olivedos
BRXX2779,Oliveira
BRXX2780,Oliveira dos Brejinhos
BRXX2781,Oriente
BRXX2782,Orizona
BRXX2783,Orleans
BRXX2784,Oros
BRXX2785,Ortigueira
BRXX2786,Osorio
BRXX2787,Osvaldo Cruz
BRXX2788,Otacilio Costa
BRXX2789,Ourem
BRXX2790,Ouricangas
BRXX2791,Ouricuri
BRXX2792,Ourilandia Do Norte
BRXX2793,Ouro
BRXX2794,Ouro Branco
BRXX2795,Ouro Branco
BRXX2796,Ouro Fino
BRXX2797,Ouro Preto
BRXX2798,Ouro Verde
BRXX2799,Ourolandia
BRXX2800,Ouvidor
BRXX2801,Pacaembu
BRXX2802,Pacaja
BRXX2803,Pacatuba
BRXX2804,Pacatuba
BRXX2805,Paco do Lumiar
BRXX2806,Pacoti
BRXX2807,Pacuja
BRXX2808,Padre Bernardo
BRXX2809,Padre Marcos
BRXX2810,Padre Paraiso
BRXX2811,Paim Filho
BRXX2812,Pains
BRXX2813,Palestina
BRXX2814,Palestina
BRXX2815,Palhano
BRXX2816,Palhoca
BRXX2817,Palma
BRXX2818,Palma Sola
BRXX2819,Palmacia
BRXX2820,Palmares do Sul
BRXX2821,Palmas
BRXX2822,Palmas de Monte Alto
BRXX2823,Palmeira
BRXX2824,Palmeira d'Oeste
BRXX2825,Palmeira das Missoes
BRXX2826,Palmeira dos Indios
BRXX2827,Palmeirais
BRXX2828,Palmeirandia
BRXX2829,Palmeirante
BRXX2830,Palmeiras
BRXX2831,Palmeirina
BRXX2832,Palmeiropolis
BRXX2833,Palmelo
BRXX2834,Palminopolis
BRXX2835,Palmitos
BRXX2836,Palotina
BRXX2837,Panama
BRXX2838,Panambi
BRXX2839,Pancas
BRXX2840,Panelas
BRXX2841,Panorama
BRXX2842,Pao de Acucar
BRXX2843,Papanduva
BRXX2844,Paracambi
BRXX2845,Paracuru
BRXX2846,Paragominas
BRXX2847,Paraguacu
BRXX2848,Paraiba do Sul
BRXX2849,Paraibano
BRXX2850,Paraiso
BRXX2851,Paraiso do Norte
BRXX2852,Paraiso do Tocantins
BRXX2853,Paraisopolis
BRXX2854,Parambu
BRXX2855,Paramirim
BRXX2856,Paramoti
BRXX2857,Parana
BRXX2858,Paranaiba
BRXX2859,Paranaiguara
BRXX2860,Paranaita
BRXX2861,Paranapanema
BRXX2862,Paranatinga
BRXX2863,Paranavai
BRXX2864,Paranhos
BRXX2865,Paraopeba
BRXX2866,Parapua
BRXX2867,Paratinga
BRXX2868,Parauapebas
BRXX2869,Parauna
BRXX2870,Parazinho
BRXX2871,Parelhas
BRXX2872,Pariconha
BRXX2873,Paripiranga
BRXX2874,Pariquera-Acu
BRXX2875,Parnagua
BRXX2876,Parnamirim
BRXX2877,Parnamirim
BRXX2878,Parnarama
BRXX2879,Parobe
BRXX2880,Passa Quatro
BRXX2881,Passa Vinte
BRXX2882,Passagem Franca
BRXX2883,Passira
BRXX2884,Passo de Camaragibe
BRXX2885,Passos
BRXX2886,Passos Maia
BRXX2887,Pastos Bons
BRXX2888,Pato Branco
BRXX2889,Patos
BRXX2890,Patrocinio Paulista
BRXX2891,Patu
BRXX2892,Pau Brasil
BRXX2893,Gameleira
BRXX2894,Pau d'Arco
BRXX2895,Pau dos Ferros
BRXX2896,Paudalho
BRXX2897,Pauliceia
BRXX2898,Paulista
BRXX2899,Paulistas
BRXX2900,Paulo Afonso
BRXX2901,Paulo Jacinto
BRXX2902,Paulo Lopes
BRXX2903,Paulo Ramos
BRXX2904,Paulo de Faria
BRXX2905,Pavao
BRXX2906,Pe de Serra
BRXX2907,Peabiru
BRXX2908,Pecanha
BRXX2909,Pederneiras
BRXX2910,Pedra
BRXX2911,Pedra Branca
BRXX2912,Pedra Preta
BRXX2913,Pedralva
BRXX2914,Pedrao
BRXX2915,Pedregulho
BRXX2916,Pedreira
BRXX2917,Pedreiras
BRXX2918,Pedrinhas
BRXX2919,Pedrinopolis
BRXX2920,Pedro Alexandre
BRXX2921,Pedro Avelino
BRXX2922,Pedro Canario
BRXX2923,Pedro De Toledo
BRXX2924,Pedro Gomes
BRXX2925,Pedro II
BRXX2926,Pedro Leopoldo
BRXX2927,Pedro Osorio
BRXX2928,Pedro Velho
BRXX2930,Peixe
BRXX2931,Peixe-Boi
BRXX2932,Peixoto de Azevedo
BRXX2933,Pejucara
BRXX2934,Penaforte
BRXX2935,Penalva
BRXX2936,Pendencias
BRXX2937,Penha
BRXX2938,Pentecoste
BRXX2939,Pequeri
BRXX2940,Pequizeiro
BRXX2941,Perdilandia
BRXX2942,Perdizes
BRXX2943,Perdoes
BRXX2944,Pereiras
BRXX2945,Pereiro
BRXX2946,Peri Mirim
BRXX2947,Peritiba
BRXX2948,Perola
BRXX2949,Perolandia
BRXX2950,Pesqueira
BRXX2951,Petrolandia
BRXX2952,Petrolandia
BRXX2953,Petrolina de Goias
BRXX2954,Correas
BRXX2955,Piacabucu
BRXX2956,Piacatu
BRXX2957,Pianco
BRXX2958,Piata
BRXX2959,Piau
BRXX2960,Picada Cafe
BRXX2961,Picos
BRXX2962,Picui
BRXX2963,Piedade
BRXX2964,Pilao Arcado
BRXX2965,Pilar
BRXX2966,Pilar de Goias
BRXX2967,Piloezinhos
BRXX2968,Pimenteiras
BRXX2969,Pindare Mirim
BRXX2970,Pindobacu
BRXX2972,Pinhal
BRXX2973,Pinhao
BRXX2974,Pinhao
BRXX2975,Pinheiro
BRXX2976,Pinheiro Machado
BRXX2977,Pinheiros
BRXX2978,Pintadas
BRXX2979,Pio Ix
BRXX2980,Pio XII
BRXX2981,Piquet Carneiro
BRXX2982,Piquete
BRXX2983,Piracaia
BRXX2984,Piracanjuba
BRXX2985,Piracuruca
BRXX2986,Pirai
BRXX2987,Pirai do Norte
BRXX2988,Pirai do Sul
BRXX2989,Piraju
BRXX2990,Pirajuba
BRXX2991,Piranga
BRXX2992,Piranguinho
BRXX2993,Piranhas
BRXX2994,Piranhas
BRXX2995,Pirapemas
BRXX2996,Pirapetinga
BRXX2997,Pirapora do Bom Jesus
BRXX2998,Piraquara
BRXX2999,Piraque
BRXX3000,Piratini
BRXX3001,Piratininga
BRXX3002,Piratuba
BRXX3003,Pirauba
BRXX3004,Pirenopolis
BRXX3005,Pires Ferreira
BRXX3006,Pires do Rio
BRXX3007,Piripa
BRXX3008,Piripiri
BRXX3009,Piritiba
BRXX3010,Pirpirituba
BRXX3011,Pitanga
BRXX3012,Pitangueiras
BRXX3013,Pitangueiras
BRXX3014,Pitangui
BRXX3015,Piui
BRXX3016,Pium
BRXX3017,Piuma
BRXX3018,Planaltina
BRXX3019,Planaltino
BRXX3020,Planalto
BRXX3021,Planalto
BRXX3022,Planalto
BRXX3023,Planalto
BRXX3024,Planalto Alegre
BRXX3025,Planura
BRXX3026,Pocao
BRXX3027,Pocao de Pedras
BRXX3028,Pocinhos
BRXX3029,Poco Fundo
BRXX3030,Poco Redondo
BRXX3031,Poco Verde
BRXX3032,Poco das Trincheiras
BRXX3033,Pocoes
BRXX3034,Pocone
BRXX3035,Pocrane
BRXX3036,Pojuca
BRXX3037,Pombal
BRXX3038,Pomerode
BRXX3039,Ponta da Areia
BRXX3040,Ponta de Pedras
BRXX3041,Pontal
BRXX3042,Pontalina
BRXX3043,Pontao
BRXX3044,Ponte Alta do Norte
BRXX3045,Ponte Branca
BRXX3046,Ponte Preta
BRXX3047,Ponte Serrada
BRXX3048,Pontes e Lacerda
BRXX3049,Poranga
BRXX3050,Porangatu
BRXX3051,Porciuncula
BRXX3052,Porecatu
BRXX3053,Portalegre
BRXX3054,Portao
BRXX3055,Porteiras
BRXX3056,Porteirinha
BRXX3057,Portel
BRXX3058,Portelandia
BRXX3059,Porto
BRXX3060,Porto Amazonas
BRXX3061,Porto Belo
BRXX3062,Porto Calvo
BRXX3063,Porto Esperanca
BRXX3064,Porto Esperidiao
BRXX3065,Porto Franco
BRXX3066,Porto Grande
BRXX3067,Porto Lucena
BRXX3068,Porto Maua
BRXX3069,Porto Murtinho
BRXX3070,Porto Real do Colegio
BRXX3071,Porto Rico
BRXX3072,Porto Uniao
BRXX3073,Porto Vera Cruz
BRXX3074,Porto Vitoria
BRXX3075,Porto de Pedras
BRXX3076,Posse
BRXX3077,Pote
BRXX3078,Potengi
BRXX3079,Potiragua
BRXX3080,Potirendaba
BRXX3081,Pouso Alegre
BRXX3082,Pouso Alto
BRXX3083,Pouso Redondo
BRXX3084,Poxoreo
BRXX3085,Pracuuba
BRXX3086,Prado
BRXX3087,Prados
BRXX3088,Praia Grande
BRXX3089,Praia Grande
BRXX3090,Praia Norte
BRXX3091,Pranchita
BRXX3092,Prata
BRXX3093,Prata
BRXX3094,Pratapolis
BRXX3095,Pratinha
BRXX3096,Presidente Bernardes
BRXX3097,Presidente Bernardes
BRXX3098,Presidente Castelo Branco
BRXX3099,Presidente Castelo Branco
BRXX3100,Presidente Dutra
BRXX3101,Presidente Dutra
BRXX3102,Presidente Epitacio
BRXX3103,Presidente Getulio
BRXX3104,Presidente Janio Quadros
BRXX3105,Presidente Juscelino
BRXX3106,Presidente Juscelino
BRXX3107,Presidente Kennedy
BRXX3108,Presidente Kennedy
BRXX3109,Presidente Kubitschek
BRXX3110,Presidente Lucena
BRXX3111,Presidente Nereu
BRXX3112,Presidente Olegario
BRXX3113,Presidente Tancredo Neves
BRXX3114,Presidente Vargas
BRXX3115,Primavera
BRXX3116,Primavera
BRXX3117,Primeira Cruz
BRXX3118,Primeiro de Maio
BRXX3119,Princesa Isabel
BRXX3120,Professor Jamil
BRXX3121,Progresso
BRXX3122,Promissao
BRXX3123,Prudentopolis
BRXX3124,Pureza
BRXX3125,Quarai
BRXX3126,Quata
BRXX3127,Quatis
BRXX3128,Quebrangulo
BRXX3129,Quedas do Iguacu
BRXX3130,Queimada Nova
BRXX3131,Queimadas
BRXX3132,Queimadas
BRXX3133,Queimados
BRXX3134,Queluz
BRXX3135,Querencia
BRXX3136,Querencia do Norte
BRXX3137,Quijingue
BRXX3138,Quilombo
BRXX3139,Quilombo
BRXX3140,Quinze de Novembro
BRXX3141,Quipapa
BRXX3142,Quirinopolis
BRXX3143,Quitandinha
BRXX3144,Quiterianopolis
BRXX3145,Quixabeira
BRXX3146,Quixada
BRXX3147,Quixere
BRXX3148,Rafael Godeiro
BRXX3149,Rafael Jambeiro
BRXX3150,Rafard
BRXX3151,Ramilandia
BRXX3152,Rancharia
BRXX3153,Rancho Alegre d'Oeste
BRXX3154,Reboucas
BRXX3155,Recreio
BRXX3156,Recursolandia
BRXX3157,Redencao
BRXX3158,Redencao
BRXX3159,Redencao da Serra
BRXX3160,Refugiado
BRXX3161,Regeneracao
BRXX3162,Remanso
BRXX3163,Reriutaba
BRXX3164,Reserva
BRXX3165,Resplendor
BRXX3166,Restinga Seca
BRXX3167,Riachao
BRXX3168,Riachao do Dantas
BRXX3169,Riachao do Jacuipe
BRXX3170,Riachinho
BRXX3171,Riachinho
BRXX3172,Riacho Dos Cavalos
BRXX3173,Riacho de Santana
BRXX3174,Riacho de Santana
BRXX3175,Riacho do Sertao
BRXX3176,Riachuelo
BRXX3177,Rialma
BRXX3178,Rianapolis
BRXX3179,Ribas do Rio Pardo
BRXX3180,Ribeira
BRXX3181,Ribeira Do Amparo
BRXX3182,Ribeira do Pombal
BRXX3183,Ribeirao
BRXX3184,Ribeirao Bonito
BRXX3185,Ribeirao Cascalheira
BRXX3186,Ribeirao Vermelho
BRXX3187,Ribeirao das Neves
BRXX3188,Ribeirao do Largo
BRXX3189,Ribeirao do Pinhal
BRXX3190,Ribeiraozinho
BRXX3191,Ribeiro Goncalves
BRXX3192,Ribeiropolis
BRXX3193,Rio Azul
BRXX3194,Rio Bonito
BRXX3195,Rio Bonito do Iguacu
BRXX3196,Rio Branco
BRXX3197,Rio Branco do Sul
BRXX3198,Rio Brilhante
BRXX3199,Rio Casca
BRXX3200,Rio Claro
BRXX3201,Rio Claro
BRXX3202,Rio Crespo
BRXX3203,Rio Da Conceicao
BRXX3204,Rio Das Antas
BRXX3205,Rio Do Pires
BRXX3206,Rio Espera
BRXX3207,Rio Formoso
BRXX3208,Rio Fortuna
BRXX3209,Rio Maria
BRXX3210,Rio Negrinho
BRXX3211,Rio Negro
BRXX3212,Rio Negro
BRXX3213,Rio Novo
BRXX3214,Rio Novo do Sul
BRXX3215,Rio Pardo
BRXX3216,Rio Piracicaba
BRXX3217,Rio Pomba
BRXX3218,Rio Preto
BRXX3219,Rio Quente
BRXX3220,Rio Real
BRXX3221,Rio Sono
BRXX3222,Rio Tinto
BRXX3223,Rio Verde de Mato Grosso
BRXX3224,Rio Vermelho
BRXX3225,Rio das Flores
BRXX3226,Rio das Pedras
BRXX3227,Rio de Contas
BRXX3229,Rio do Prado
BRXX3230,Rio do Sul
BRXX3231,Riolandia
BRXX3232,Riqueza
BRXX3233,Ritapolis
BRXX3234,Rochedo
BRXX3235,Rodeio
BRXX3236,Rodeiro
BRXX3237,Rodrigues Alves
BRXX3238,Rondinha
BRXX3239,Rondon
BRXX3240,Rondon do Para
BRXX3241,Roque Gonzales
BRXX3242,Rosario
BRXX3243,Rosario do Sul
BRXX3244,Roseira
BRXX3245,Rubiacea
BRXX3246,Rubiataba
BRXX3247,Rubim
BRXX3248,Ruropolis
BRXX3249,Russas
BRXX3250,Ruy Barbosa
BRXX3251,Ruy Barbosa
BRXX3252,Sabaudia
BRXX3253,Sabinopolis
BRXX3254,Saboeiro
BRXX3255,Sacramento
BRXX3256,Sagrada Familia
BRXX3257,Saire
BRXX3258,Sales
BRXX3259,Salete
BRXX3260,Salgado
BRXX3261,Salgado Filho
BRXX3262,Salgueiro
BRXX3263,Salinas
BRXX3264,Salinas Da Margarida
BRXX3265,Salinopolis
BRXX3266,Saloa
BRXX3267,Salto
BRXX3268,Salto Do Ceu
BRXX3269,Salto Grande
BRXX3270,Salto Veloso
BRXX3271,Salto da Divisa
BRXX3272,Salvador
BRXX3273,Salvador do Sul
BRXX3274,Sambaiba
BRXX3275,Sampaio
BRXX3276,Sananduva
BRXX3277,Sanclerlandia
BRXX3278,Sandolandia
BRXX3279,Sandovalina
BRXX3280,Sanharo
BRXX3281,Santa Adelia
BRXX3282,Santa Albertina
